comment_id,video_id,date,body,rating
UgzVsxPHi95dGYwc9qN4AaABAg,ItYOdWRo0JY,2019-05-11T15:56:51Z,dumber dumber,0
Ugx-P1ogCGKJc4ULfzV4AaABAg,ItYOdWRo0JY,2019-04-16T22:34:57Z,you an idiot,0
UgzidyZ46pbsHFbwTPR4AaABAg,ItYOdWRo0JY,2019-04-24T06:44:46Z,too much stupid overreaction idiot,0
UgyMNKMtvRK5eVL7CFB4AaABAg,ItYOdWRo0JY,2019-04-18T09:41:52Z,fake asf smh,0
UgzLDyq5EWm2XWRTNBJ4AaABAg,ItYOdWRo0JY,2019-04-25T18:30:30Z,bad angry angry,0
UgzQI5kqHF0VqajcimR4AaABAg,ItYOdWRo0JY,2019-04-20T18:28:56Z,well thats rude,0
UgzzvLb6MUUnzKDebJp4AaABAg,ItYOdWRo0JY,2019-04-23T05:10:03Z,machine scam,0
UgzcnWcMdylPfBdhkF94AaABAg,ItYOdWRo0JY,2019-04-17T23:14:30Z,dumb ass why would you do,0
UgyaOFAV2zan9dufyMZ4AaABAg,ItYOdWRo0JY,2019-04-05T13:28:03Z,you out mind,0
Ugz1EJ6K2F0CYUX5NrN4AaABAg,ItYOdWRo0JY,2019-03-31T00:50:58Z,why not you give away one  fans recognized you,0
UgyI5hLjBfIN99uVWDt4AaABAg,ItYOdWRo0JY,2019-03-16T03:50:36Z,im trash trash stupid im unsubscribing,0
UgzFdmc8AsKGrNko3cR4AaABAg,ItYOdWRo0JY,2019-03-22T19:29:28Z,guy stupid,0
UgxtvuN5Ay0imviXHDp4AaABAg,ItYOdWRo0JY,2019-03-22T08:38:59Z,pretty dumb even tho its not real you could have donated someone who not have anyrhing,0
UgwF4IffeipWxSOLdAx4AaABAg,ItYOdWRo0JY,2019-03-22T20:04:33Z,you not have be rude white fright,0
UgzxG-3K7K73FDmcfrF4AaABAg,ItYOdWRo0JY,2019-03-17T21:44:15Z,you idiot,0
UgybLg-MOwwQ2nIKQyh4AaABAg,ItYOdWRo0JY,2019-04-01T12:09:37Z,probably most saddest video have ever seen smh straight up lied viewers took advantage people,0
Ugyt_zYwI5GkCKUSrv94AaABAg,ItYOdWRo0JY,2019-03-31T03:43:07Z,hes dumb omg he not recycled omfg,0
Ugx1F833Rp03M89VM654AaABAg,ItYOdWRo0JY,2019-03-16T21:19:15Z,stupid,0
UgxWTYFMpYW2Z3KqkIF4AaABAg,ItYOdWRo0JY,2019-03-10T16:38:43Z,compulsive liar,0
Ugw5fddkpCzkg0rYziF4AaABAg,ItYOdWRo0JY,2019-03-12T23:06:43Z,why would you ever do,0
UgyDeSXXppzEqLkTP7p4AaABAg,ItYOdWRo0JY,2019-03-09T13:06:43Z,you idiot,0
UgxtCpopKPGbEAUOyWB4AaABAg,ItYOdWRo0JY,2019-03-10T00:01:07Z,video pisses me off,0
UgydWHuWssTUxFNRSaR4AaABAg,ItYOdWRo0JY,2019-03-09T17:22:39Z,why would you do,0
UgzuZYoy8spmbKyAS3R4AaABAg,ItYOdWRo0JY,2019-03-11T18:43:27Z,yeah am more shocked surprised than you,0
UgzItB944kgeymrwSKB4AaABAg,ItYOdWRo0JY,2019-03-14T02:38:24Z,instead recycling you should give one us,0
UgwDghsKi_E8H3xYe-V4AaABAg,ItYOdWRo0JY,2019-02-22T17:48:07Z,you crazy man kk,0
UgzeDtn_dQWyx5TDsKB4AaABAg,ItYOdWRo0JY,2019-02-25T23:57:21Z,im not annoyed you sold an iphone its because you faked,0
UgyqfDrwh3rt-v2R6294AaABAg,ItYOdWRo0JY,2019-02-24T04:20:57Z,hurt heart like why kill baby poor thing young shouldve given me smh,0
Ugyw23xW3I1M7xzi2rl4AaABAg,ItYOdWRo0JY,2019-03-02T14:54:53Z,unsubscribed,0
Ugw0_HuOVnQMPJyVkGp4AaABAg,ItYOdWRo0JY,2019-02-26T17:57:04Z,dumb you could have gave me not even have phone,0
UgzltIi6j_wCObKLGkN4AaABAg,ItYOdWRo0JY,2019-02-27T17:54:17Z,you dumb,0
UgxJQfPIq8vxzLHHReJ4AaABAg,ItYOdWRo0JY,2019-02-27T15:45:03Z,why you bully us machine,0
UgxgaKHXwguNGFYhial4AaABAg,ItYOdWRo0JY,2019-02-25T16:23:34Z,feel bad you,0
Ugy9X5645MKvCeeKG3h4AaABAg,ItYOdWRo0JY,2019-02-22T22:44:41Z,laugh got scared when he said pressed recycle laugh wth,0
Ugz5kWwnyzGf_Itoxah4AaABAg,ItYOdWRo0JY,2019-02-14T10:38:22Z,noo you dumb,0
Ugz1pty4W7n7hshhG5V4AaABAg,ItYOdWRo0JY,2019-02-14T01:45:02Z,stupid guy,0
UgyGYe_yPrIVxW9IrMl4AaABAg,ItYOdWRo0JY,2019-02-19T22:07:53Z,you have punchable face,0
UgzU9if1cvz3ROl7FSV4AaABAg,ItYOdWRo0JY,2019-02-18T01:26:27Z,wtf did you do,0
UgwBkoSC534p-rOZ2q54AaABAg,ItYOdWRo0JY,2019-02-18T04:55:36Z,dumbass who gave away  phone,0
UgzCUDIprvFjuQAkHiF4AaABAg,ItYOdWRo0JY,2019-02-20T02:38:15Z,hate you,0
UgwkWoKqLoN1GelrgcR4AaABAg,ItYOdWRo0JY,2019-02-19T15:31:06Z,stupid,0
UgxHFWc3HENEMLN_U454AaABAg,ItYOdWRo0JY,2019-02-16T18:17:13Z,dude you crazy,0
UgyzcOxJWjIYunUWrZ54AaABAg,ItYOdWRo0JY,2019-02-16T11:39:59Z,no one gonna trust you laugh you have  dislikes lmaoo,0
UgwF673F4qFD38Mxpbh4AaABAg,ItYOdWRo0JY,2019-02-10T06:55:53Z,hes fake,0
UgztTgWzeiClMQp4Xkd4AaABAg,ItYOdWRo0JY,2019-02-10T07:40:19Z,can you not fucking move around,0
UgzGeiFoBxGL2q4UWNB4AaABAg,ItYOdWRo0JY,2019-02-10T13:01:44Z,dumb wasted,0
UgwP9Z3si9Ebm5wN7oB4AaABAg,ItYOdWRo0JY,2019-02-13T02:30:30Z,reported as spam,0
UgxtmSu5QXDOqABP-Cd4AaABAg,ItYOdWRo0JY,2019-02-12T21:05:23Z,hate face,0
UgyEI0YMFUdKCjKXFNB4AaABAg,ItYOdWRo0JY,2019-02-10T10:55:45Z,excuse me you dumb,0
Ugxo2RWpZiVb6i0dGO54AaABAg,ItYOdWRo0JY,2019-02-04T15:31:57Z,physically hate you,0
UgyAm8sujQSPCMVi-Mh4AaABAg,ItYOdWRo0JY,2019-02-03T23:29:16Z,you dumb,0
UgxCigQ72-pcjQOMZ_h4AaABAg,ItYOdWRo0JY,2019-02-04T00:19:25Z,feel acting as like fuck tard,0
UgxyJe4ETbYhO1sVn1Z4AaABAg,ItYOdWRo0JY,2019-02-04T22:49:16Z,what actually wrong with you dude,0
UgwBY8B4d08ITmm26t94AaABAg,ItYOdWRo0JY,2019-02-07T05:55:36Z,youre dumb dude,0
Ugyf4022yoEG_p_36Hx4AaABAg,ItYOdWRo0JY,2019-02-07T16:25:40Z,you suck,0
UgxdRnU1mZiaAcq5Zmt4AaABAg,ItYOdWRo0JY,2019-02-07T02:13:36Z,you got cheated out,0
UgzF-iofh-eLBtU6e9t4AaABAg,ItYOdWRo0JY,2019-02-07T00:44:14Z,clearly fake,0
UgzcdGPNOyf98Nr33VJ4AaABAg,ItYOdWRo0JY,2019-02-07T03:46:53Z,you made me soo mad,0
UgyCnC4JPyo8SUAuwQh4AaABAg,ItYOdWRo0JY,2019-02-04T15:22:53Z,fake no human would ever do,0
UgxDoft4XV0B5pY9q-14AaABAg,ItYOdWRo0JY,2019-02-03T01:31:09Z,waste time dumbass shouldve got back,0
UgwtH9u1tVzvbDB3pvh4AaABAg,ItYOdWRo0JY,2019-02-03T00:27:47Z,liar you used an iphone  not an iphone x,0
UgyDbR9kZW1UOZoi0NR4AaABAg,ItYOdWRo0JY,2019-02-03T06:11:44Z,laugh troll “fake”,0
UgyEXTQKO2SmmZDc8uJ4AaABAg,ItYOdWRo0JY,2019-02-03T22:32:32Z,such piss take,0
UgxiSpetNzs6Bmg7Xux4AaABAg,ItYOdWRo0JY,2019-02-03T09:39:12Z,awful,0
Ugy8MRZ0hNxvt86e_5B4AaABAg,ItYOdWRo0JY,2019-02-03T10:01:49Z,wow hate watching videos,0
UgwhHDbEyKPsh-C5Edh4AaABAg,ItYOdWRo0JY,2019-02-03T18:18:22Z,legit his dumb ass could have done give away or give one those fans,0
UgwkHi8FfFqozu7c4KJ4AaABAg,ItYOdWRo0JY,2019-02-02T09:09:34Z,first video see you already fake good job,0
UgyxOmvheXI9zGew9Y94AaABAg,ItYOdWRo0JY,2019-02-02T09:29:07Z,fake,0
UgwzyOax_drXWG3jOiN4AaABAg,ItYOdWRo0JY,2019-02-02T07:02:23Z,spoiled ass rich kid spends  dollars leave machine,0
Ugzv58zTMeZfpDgPMop4AaABAg,ItYOdWRo0JY,2019-02-02T05:52:05Z,knew fake,0
UgzAqKwf0o009ApY3MR4AaABAg,ItYOdWRo0JY,2019-02-02T09:48:54Z,why you copied david vlas,0
UgxB5H5EFQFrasQn1pd4AaABAg,ItYOdWRo0JY,2019-02-02T09:31:36Z,feel bad really want iphone ,0
UgycxDfFOi_IcCnelXR4AaABAg,ItYOdWRo0JY,2019-02-02T21:03:08Z,looser hope parents proud you laugh,0
UgyZShAMkRvX07KWBkd4AaABAg,ItYOdWRo0JY,2019-02-02T16:33:02Z,fake as balls,0
UgwR6rAgy2CpahFQZtt4AaABAg,ItYOdWRo0JY,2019-02-02T03:53:34Z,you waste dude,0
UgxXBGm_7yz2ZBrM-KZ4AaABAg,ItYOdWRo0JY,2019-02-02T21:05:05Z,stupid selling iphone x,0
UgyY7FonKGL-CC21JGB4AaABAg,ItYOdWRo0JY,2019-02-02T05:36:37Z,you like unbelievably stupid,0
Ugy-UnErAg23Btoph3x4AaABAg,ItYOdWRo0JY,2019-02-01T01:53:55Z,messed up,0
Ugw4WM4x9DueZbBScdZ4AaABAg,ItYOdWRo0JY,2019-01-31T19:17:09Z,fuckin hate rich people,0
UgyE8i_ojjhTiG6eUE14AaABAg,ItYOdWRo0JY,2019-02-01T05:59:21Z,very bad acting,0
UgzMQEKfKFVAIaA1Yqt4AaABAg,ItYOdWRo0JY,2019-02-01T20:38:03Z,you soo fuckin dumb,0
UgyjbGzSgblA_tO5aV94AaABAg,ItYOdWRo0JY,2019-02-01T07:11:39Z,you wasted phone,0
UgyHnHb3Kzs3sg2TDTt4AaABAg,ItYOdWRo0JY,2019-01-31T22:51:57Z,fuck you bitch,0
UgxfpJQkmIsaYqnPfYd4AaABAg,ItYOdWRo0JY,2019-02-01T05:28:19Z,why would you recycle it,0
UgxjI1lvwqzQF5zwwh94AaABAg,ItYOdWRo0JY,2019-01-31T19:54:04Z,dude wtf wrong with you mean come mate,0
Ugzvl6eaqisCPGKNN5Z4AaABAg,ItYOdWRo0JY,2019-02-02T00:55:53Z,lies,0
UgzsNw3iQnhEZri98254AaABAg,ItYOdWRo0JY,2019-01-31T22:42:51Z,bad at lying you put flawless not good condition,0
UgzCqacTA4aRen3zvB14AaABAg,ItYOdWRo0JY,2019-01-30T14:30:59Z,its scamm,0
Ugy-fVAHTGJFm6DvUV54AaABAg,ItYOdWRo0JY,2019-01-30T14:21:53Z,stupid moron  bucks boo,0
Ugxez13EeojXhaKiuZl4AaABAg,ItYOdWRo0JY,2019-01-31T18:24:51Z,honesty think he put fake one,0
UgzfhFAHK2rIb0yLqN14AaABAg,ItYOdWRo0JY,2019-01-30T17:53:56Z,fucking stupid dumbass,0
UgyxdggQJSizsv_xxi14AaABAg,ItYOdWRo0JY,2019-01-31T16:30:32Z,clickbait,0
UgyDNvFrIAqeKphhhpN4AaABAg,ItYOdWRo0JY,2019-01-29T08:18:24Z,wtf what kid,0
UgxyLHcqVjJS7awPkAB4AaABAg,ItYOdWRo0JY,2019-01-31T14:57:18Z,what good waste ,0
UgxzcN-6VSAgxJgPffp4AaABAg,ItYOdWRo0JY,2019-01-31T14:23:26Z,go fuck self worst utuber angry sad,0
Ugyh7YEI4zSMCCv0bN94AaABAg,ItYOdWRo0JY,2019-01-31T18:15:38Z,fucking liar you not buy any phone you did put fake iphone again,0
UgyUwNVs0w1mkO8q76R4AaABAg,ItYOdWRo0JY,2019-01-29T06:57:01Z,video awful,0
UgweZbeXOZlKHnK1-VV4AaABAg,ItYOdWRo0JY,2019-01-29T05:33:54Z,why fuck not you recycle it you selfish shit,0
Ugwpm0aMXvmuDSI_DU54AaABAg,ItYOdWRo0JY,2019-01-28T02:03:46Z,nigga both phones fake foh,0
UgwpUeFY1mXn3IZgWrN4AaABAg,ItYOdWRo0JY,2019-01-28T03:13:20Z,another mediocre looking kid trying be cool youtube no thank you,0
UgzFBoi_8guVg-hXOUJ4AaABAg,ItYOdWRo0JY,2019-01-29T07:10:33Z,annoying,0
Ugw4XTU0vcwtIJOBiM94AaABAg,ItYOdWRo0JY,2019-01-28T22:19:30Z,damn you got scammed boi also privileged,0
Ugy9I13jEnprpEDa6Ml4AaABAg,ItYOdWRo0JY,2019-01-28T20:03:59Z,hate guy much,0
UgwfaeghydkKi2C8rWR4AaABAg,ItYOdWRo0JY,2019-01-27T02:21:17Z,pisses me off,0
Ugyt5BXifFiwb9MZPdp4AaABAg,ItYOdWRo0JY,2019-01-27T11:59:41Z,nah nah its fake one,0
UgxTeDOHaCgnkQ4lzKh4AaABAg,ItYOdWRo0JY,2019-01-27T20:43:53Z,fake,0
UgzA_vpwwhZA_4MuBB54AaABAg,ItYOdWRo0JY,2019-01-27T19:58:56Z,dick head whyd you waste  dollar phone,0
UgxNyZYaX8yBzNvFdWZ4AaABAg,ItYOdWRo0JY,2019-01-27T06:36:33Z,laugh clickbait too easy catch cuts where he cancel it fake,0
Ugze6MeYHGjgIlratDd4AaABAg,ItYOdWRo0JY,2019-01-27T03:58:06Z,fuck you why waste something nice cant afford half of laugh,0
UgwrOX5wDV7mPsSke4J4AaABAg,ItYOdWRo0JY,2019-01-27T02:10:34Z,tired these spoiled ass teens youtube not been through shit,0
Ugy-6XHzQizGYetFcX54AaABAg,ItYOdWRo0JY,2019-01-27T04:57:37Z,wow k dislikes dude retarded best bet give one those fans store,0
Ugzco8LeA2oURZFCRG94AaABAg,ItYOdWRo0JY,2019-01-25T21:57:14Z,think stupid neef phone shake head,0
Ugw7QnkMseKDYYRgyxl4AaABAg,ItYOdWRo0JY,2019-01-26T05:01:53Z,guy want punch him,0
UgzzbL4aLwsC1lttSlR4AaABAg,ItYOdWRo0JY,2019-01-26T21:02:44Z,hate you,0
UgypQpXQTLUwCP8yAr94AaABAg,ItYOdWRo0JY,2019-01-26T20:35:47Z,you fuckin dumb,0
UgxEa7yvrJ6P5nO9XSl4AaABAg,ItYOdWRo0JY,2019-01-26T15:44:11Z,you annoying,0
UgwSEMlR6JDf-DM9lZl4AaABAg,0tO_l_Ed5Rs,2020-07-16T19:07:12Z,damn hot garbage,0
UgzhroIKWgbKVesGA_p4AaABAg,0tO_l_Ed5Rs,2020-07-30T19:37:45Z,bro love you please never again brother trash,0
UgwoEXnwwihOWl8TNSV4AaABAg,0tO_l_Ed5Rs,2019-10-24T03:55:05Z,laughh sucks,0
Ugwq8nzzE3fTJedN9zh4AaABAg,0tO_l_Ed5Rs,2019-04-11T15:06:26Z,gross,0
UgyukBrzkLO56R6AYtl4AaABAg,0tO_l_Ed5Rs,2019-05-27T20:55:53Z,made me cringe out skin,0
UgwLLbqBrAObe2drP5J4AaABAg,0tO_l_Ed5Rs,2019-03-16T06:20:11Z,songs trash,0
UgzhjZRIetnA5VAAa4R4AaABAg,0tO_l_Ed5Rs,2019-05-28T10:07:15Z,white people have ruined rap thanks marshal,0
UgybkduDHGbvbAj_Vp94AaABAg,0tO_l_Ed5Rs,2019-04-18T06:40:42Z,bro embarrassing,0
UgyavCqis6yNLKRODwJ4AaABAg,0tO_l_Ed5Rs,2018-02-01T19:09:46Z,be honest first guy actually decent matt other guy bit cringey,0
Ugwa9MV2ERDWlc2pRnV4AaABAg,0tO_l_Ed5Rs,2018-01-22T18:43:45Z,you lost subsciber by stooping mass sheeple populations medium music rap sheeple,0
Ugxeg25mNs4dlEZyJiF4AaABAg,0tO_l_Ed5Rs,2018-01-09T05:37:39Z,wasreally bad worse than his depression,0
UgycikBfCvOsPy0KTDx4AaABAg,0tO_l_Ed5Rs,2018-01-06T03:54:53Z,cringe terrible music,0
UgxdxTeScRZYIHpIZQt4AaABAg,0tO_l_Ed5Rs,2018-01-06T02:18:16Z,matthew stop,0
Ugy3NrnURkjBiaGBCKt4AaABAg,0tO_l_Ed5Rs,2017-12-21T17:45:31Z,unsubscribing,0
UgywqvHbBB43pfo-bot4AaABAg,0tO_l_Ed5Rs,2017-12-14T02:05:06Z,music video very bad along with corny lyrics came back look see how many dislikes got its pretty bad,0
Ugw3gu1PJM0Kz2z1Cz94AaABAg,0tO_l_Ed5Rs,2017-12-07T19:47:13Z,laugh na dude sad say goodbye,0
UgyysVTO9__kND71Ush4AaABAg,0tO_l_Ed5Rs,2017-12-08T04:24:45Z,wow sorry horrible,0
UgzpvNChYrZYcLASy3B4AaABAg,0tO_l_Ed5Rs,2017-12-05T02:04:47Z,what angry,0
UgxZMDndC8LgCqpm6bV4AaABAg,0tO_l_Ed5Rs,2017-12-01T23:57:11Z,no no,0
UgzNVcxMLxb9WwKlTct4AaABAg,0tO_l_Ed5Rs,2017-12-02T00:49:42Z,oh lord matt not get into too,0
UgxWl1CZkIPcuzDuw2V4AaABAg,0tO_l_Ed5Rs,2017-12-04T03:38:31Z,dang love you matt really bad,0
Ugw-efkNuhcLvhQWWwV4AaABAg,0tO_l_Ed5Rs,2017-11-29T23:33:42Z,its sad channel slowly dying sad,0
UgyI1EVS4Yp6zlV9vOh4AaABAg,0tO_l_Ed5Rs,2017-11-29T05:12:57Z,horrible unsubscribed,0
UgzxHsCL9Eu9jFL1IrN4AaABAg,0tO_l_Ed5Rs,2017-11-27T17:07:13Z,love you matt personally not like this support you whatever you do do what makes you happy,0
UgxBm44OX3XObYe6L0t4AaABAg,0tO_l_Ed5Rs,2017-11-25T17:00:10Z,really do love guy song sucks please not hate me hate song,0
UgwE3ahCgpukRqHCxnZ4AaABAg,0tO_l_Ed5Rs,2017-11-25T14:02:00Z,matts channel unfortunately dead,0
Ugw9LW9_xS4qaJGzGrl4AaABAg,0tO_l_Ed5Rs,2017-11-25T12:39:47Z,channel officially dead,0
Ugyjh_1gBC7zyWmiunF4AaABAg,0tO_l_Ed5Rs,2017-11-26T02:17:31Z,not get me wrong love matt song not best,0
UgzLCfaofNr5f1IXatd4AaABAg,0tO_l_Ed5Rs,2017-11-25T07:51:54Z,no no lets not do again,0
Ugxn-6msNGdLce_AlZd4AaABAg,0tO_l_Ed5Rs,2017-11-24T06:18:33Z,you kidding me right,0
Ugx1fTrK2tOs6Vd01pZ4AaABAg,0tO_l_Ed5Rs,2017-11-24T00:49:30Z,im sorry matt thought not great then again not like rnb rap music if you can even call,0
Ugwd98V-onC-hc4teHx4AaABAg,0tO_l_Ed5Rs,2017-11-24T09:41:59Z,honestly really bad,0
Ugwx3whJSBrhl1RWulF4AaABAg,0tO_l_Ed5Rs,2017-11-23T03:24:26Z,really man thought you were cool now being like everyone else,0
UgzxQLHUPVLupPSPy414AaABAg,0tO_l_Ed5Rs,2017-11-22T19:23:22Z,why why,0
UgxhmXVCYVqghe2cl254AaABAg,0tO_l_Ed5Rs,2017-11-22T22:17:38Z,cringe worthy,0
UgxGxLKFl8AsXmwISzR4AaABAg,0tO_l_Ed5Rs,2017-11-23T06:41:31Z,midlife crisis,0
UgxYjUdnVpG1K08xLX54AaABAg,0tO_l_Ed5Rs,2017-11-22T15:57:37Z,why does have more dislikes than likes,0
UgwtXzhj8jTwd7ak-VR4AaABAg,0tO_l_Ed5Rs,2017-11-22T04:43:24Z,im going go with no but you keep trying new things dude,0
UgwjIlNyPye72kuiaFl4AaABAg,0tO_l_Ed5Rs,2017-11-22T01:56:18Z,huh,0
Ugyt132EJ5O1IS85-pV4AaABAg,0tO_l_Ed5Rs,2017-11-22T08:57:41Z,song sucks,0
UgyUQ-wjcXqJI9wKPDV4AaABAg,0tO_l_Ed5Rs,2017-11-20T10:34:13Z,matt see what doing new direction cool maybe you should start up side channel music stuff,0
UgyNP3XZqi14RRg8pX94AaABAg,0tO_l_Ed5Rs,2017-11-21T00:50:48Z,feel sorry matthew right now,0
UgyutEUIwW6xVr0F98p4AaABAg,0tO_l_Ed5Rs,2017-11-20T11:47:47Z,think got cancer,0
UgwMaGugveRnmrx0oMx4AaABAg,0tO_l_Ed5Rs,2017-11-21T00:51:21Z,yo sorry matt not good,0
UgwfGm-2BdMzYCMztP94AaABAg,0tO_l_Ed5Rs,2017-11-19T07:35:53Z,cant say like its not horrible its not type music,0
UgzXT8D1zKnu7ZNTrTF4AaABAg,0tO_l_Ed5Rs,2017-11-19T03:55:08Z,think its bad be honest,0
Ugzy5pgqrGHmzIX5rrB4AaABAg,0tO_l_Ed5Rs,2017-11-18T14:58:38Z,whats going santoro channel done what expect from you feel better man,0
Ugzm4ee8xupZC4ewWGt4AaABAg,0tO_l_Ed5Rs,2017-11-18T21:01:23Z,one most cringe videos watched lately,0
UgwAyMdOeO3oaUiV62B4AaABAg,0tO_l_Ed5Rs,2017-11-18T23:10:17Z,long time fan matts cringy,0
UgwPLGrn1Lxc5NKvdn14AaABAg,0tO_l_Ed5Rs,2017-11-18T23:28:56Z,please stop,0
UgwW5f9Mj_HgWx1EB9x4AaABAg,0tO_l_Ed5Rs,2017-11-17T14:05:45Z,please not try rap with those horse teeth ever againwait not some girl beat you up,0
Ugxg5p8WQiYbBVhtPBd4AaABAg,0tO_l_Ed5Rs,2017-11-17T12:51:48Z,thought you were family friendly,0
UgzSti10EOrnC_J6FnN4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:14:20Z,wtsf this think like dislike ratio should tell you something matt never ever do again no no no please no,0
UgzekzBdLGXhHRHoWvp4AaABAg,0tO_l_Ed5Rs,2017-11-17T12:59:25Z,awful why,0
Ugxt3dM0py8DcNKrxQR4AaABAg,0tO_l_Ed5Rs,2017-11-17T03:42:34Z,music music tho leave songs with messages professionals its everyday bro better because its got rhythm,0
UgzJTAuMmz8A5v_CHy14AaABAg,0tO_l_Ed5Rs,2017-11-16T20:51:55Z,trash,0
Ugzmnw4y0opdbpolqe54AaABAg,0tO_l_Ed5Rs,2017-11-16T16:05:39Z,oki love you badsorry man,0
